1.022             1
1.023             1
1.025             1
1.026             1
2.067             1
2.068             1
2.070             1
2.071             1
2.076             1
2.077             1
2.079             1
2.080             1
3.067             1
3.068             1
3.070             1
3.071             1
3.076             1
3.077             1
3.079             1
3.080             1
4.202             1
4.203             1
4.205             1
4.206             1
4.211             1
4.212             1
4.214             1
4.215             1
4.229             1
4.230             1
4.232             1
4.233             1
4.238             1
4.239             1
4.241             1
4.242             1
5.067             1
5.068             1
5.070             1
5.071             1
5.076             1
5.077             1
5.079             1
5.080             1
             6            -5
7.067             1
7.068             1
7.070             1
7.071             1
7.076             1
7.077             1
7.079             1
7.080             1
             8            -7
9.022             1
9.023             1
9.025             1
9.026             1
            10            -9
11.067             1
11.068             1
11.070             1
11.071             1
11.076             1
11.077             1
11.079             1
11.080             1
            12           -11
