1.202            1
1.203            1
1.205            1
1.206            1
1.211            1
1.212            1
1.214            1
1.215            1
1.229            1
1.230            1
1.232            1
1.233            1
1.238            1
1.239            1
1.241            1
1.242            1
2.202            1
2.203            1
2.205            1
2.206            1
2.211            1
2.212            1
2.214            1
2.215            1
2.229            1
2.230            1
2.232            1
2.233            1
2.238            1
2.239            1
2.241            1
2.242            1
