             1             1
             2            -1
             3             1
             4            -1
             5            -1
             6            -3
             7            -1
             8            -1
             9            -3
            10            -1
            11            -1
            12            -1
            13            -1
            14            -1
            15            -1
16.022             1
16.023             1
16.025             1
16.026             1
            17           -16
18.022             1
18.023             1
18.025             1
18.026             1
            19           -16
            20           -16
            21           -18
            22           -16
            23           -16
            24           -18
            25           -16
            26           -16
            27           -16
            28           -16
            29           -16
            30           -16
