             1             1
             2             1
             3             1
             4             1
5.022             1
5.023             1
5.025             1
5.026             1
6.067             1
6.068             1
6.070             1
6.071             1
6.076             1
6.077             1
6.079             1
6.080             1
7.067             1
7.068             1
7.070             1
7.071             1
7.076             1
7.077             1
7.079             1
7.080             1
8.202             1
8.203             1
8.205             1
8.206             1
8.211             1
8.212             1
8.214             1
8.215             1
8.229             1
8.230             1
8.232             1
8.233             1
8.238             1
8.239             1
8.241             1
8.242             1
             9             1
            10             1
            11             1
            12             1
            13             1
            14             1
            15             1
            16             1
