0.71335E-04 0.24652E-06 0.00000E+01 1395090 0 0 20030 0.28100E+09 0.00000E+01 0.71335E-04 0.00000E+01 0.00000E+01 0
1 6.8329e-05 2.5691e-06 5.3174 0.017232 6.8329e-05
2 7.0192e-05 1.178e-06 3.3566 0.020786 7.0192e-05
3 7.1674e-05 5.6359e-07 2.2241 0.011595 7.1674e-05
4 6.6515e-05 2.4541e-06 5.2178 0.016407 6.6515e-05
5 7.1656e-05 1.1523e-06 3.2162 0.011095 7.1656e-05
6 7.0884e-05 5.2132e-07 2.0802 0.012602 7.0884e-05
7 7.2011e-05 4.5067e-06 8.8506 0.067606 7.2011e-05
8 7.0148e-05 1.1146e-06 3.178 0.0097501 7.0148e-05
9 7.2041e-05 5.4798e-07 2.1514 0.013761 7.2041e-05
10 7.0986e-05 4.5626e-06 9.0898 0.04084 7.0986e-05
11 7.0976e-05 1.4053e-06 3.9598 0.018722 7.0976e-05
12 7.1892e-05 6.5522e-07 2.5778 0.020034 7.1892e-05
13 6.6537e-05 2.7477e-06 5.8402 0.031733 6.6537e-05
14 6.9194e-05 1.1334e-06 3.2759 0.010763 6.9194e-05
15 7.1897e-05 7.605e-07 2.9918 0.04266 7.1897e-05
16 7.8858e-05 7.2374e-06 12.979 0.083513 7.8858e-05
17 7.3422e-05 1.84e-06 5.0123 0.019255 7.3422e-05
18 7.0371e-05 6.1492e-07 2.4715 0.0097849 7.0371e-05
19 6.6191e-05 2.5345e-06 5.4151 0.013503 6.6191e-05
20 7.1278e-05 1.2072e-06 3.3874 0.0206 7.1278e-05
21 7.2878e-05 6.1216e-07 2.3758 0.020652 7.2878e-05
22 7.3332e-05 4.8055e-06 9.2675 0.053572 7.3332e-05
23 6.9953e-05 1.4288e-06 4.0851 0.0139 6.9953e-05
24 7.0533e-05 5.9737e-07 2.3955 0.0090183 7.0533e-05
25 7.0322e-05 3.667e-06 7.3746 0.030154 7.0322e-05
26 7.3517e-05 1.7233e-06 4.6882 0.045002 7.3517e-05
27 7.1775e-05 6.3562e-07 2.5048 0.022092 7.1775e-05
