1.067            1
1.068            1
1.070            1
1.071            1
1.076            1
1.077            1
1.079            1
1.080            1
            2           -1
3.203            1
3.206            1
3.212            1
3.215            1
3.230            1
3.233            1
3.239            1
3.242            1
4.068            1
4.071            1
4.077            1
4.080            1
            5           -4
6.067            1
6.068            1
6.070            1
6.071            1
6.076            1
6.077            1
6.079            1
6.080            1
            7           -6
