1.005             1
1.008             1
             2            -1
             3             1
             4            -3
             5             1
             6            -5
             7             1
             8            -7
             9             1
            10            -9
11.017             1
11.026             1
            12             1
            13             1
            14             1
            15             1
16.005             1
16.008             1
            17           -16
            18             1
            19           -18
            20             1
            21           -20
            22             1
            23           -22
            24             1
            25           -24
26.068             1
26.071             1
26.077             1
26.080             1
            27           -26
28.067             1
28.068             1
28.070             1
28.071             1
28.076             1
28.077             1
28.079             1
28.080             1
            29           -28
30.067             1
30.068             1
30.070             1
30.071             1
30.076             1
30.077             1
30.079             1
30.080             1
            31           -30
32.022             1
32.023             1
32.025             1
32.026             1
            33           -32
34.067             1
34.068             1
34.070             1
34.071             1
34.076             1
34.077             1
34.079             1
34.080             1
            35           -34
36.206             1
36.215             1
36.233             1
36.242             1
37.022             1
37.023             1
37.025             1
37.026             1
38.067             1
38.068             1
38.070             1
38.071             1
38.076             1
38.077             1
38.079             1
38.080             1
39.067             1
39.068             1
39.070             1
39.071             1
39.076             1
39.077             1
39.079             1
39.080             1
40.202             1
40.203             1
40.205             1
40.206             1
40.211             1
40.212             1
40.214             1
40.215             1
40.229             1
40.230             1
40.232             1
40.233             1
40.238             1
40.239             1
40.241             1
40.242             1
41.068             1
41.071             1
41.077             1
41.080             1
            42           -41
43.067             1
43.068             1
43.070             1
43.071             1
43.076             1
43.077             1
43.079             1
43.080             1
            44           -43
45.067             1
45.068             1
45.070             1
45.071             1
45.076             1
45.077             1
45.079             1
45.080             1
            46           -45
47.022             1
47.023             1
47.025             1
47.026             1
            48           -47
49.067             1
49.068             1
49.070             1
49.071             1
49.076             1
49.077             1
49.079             1
49.080             1
            50           -49
