1.068             1
1.071             1
1.077             1
1.080             1
             2            -1
3.067             1
3.068             1
3.070             1
3.071             1
3.076             1
3.077             1
3.079             1
3.080             1
             4            -3
5.067             1
5.068             1
5.070             1
5.071             1
5.076             1
5.077             1
5.079             1
5.080             1
             6            -5
7.022             1
7.023             1
7.025             1
7.026             1
             8            -7
9.067             1
9.068             1
9.070             1
9.071             1
9.076             1
9.077             1
9.079             1
9.080             1
            10            -9
11.206             1
11.215             1
11.233             1
11.242             1
12.022             1
12.023             1
12.025             1
12.026             1
13.067             1
13.068             1
13.070             1
13.071             1
13.076             1
13.077             1
13.079             1
13.080             1
14.067             1
14.068             1
14.070             1
14.071             1
14.076             1
14.077             1
14.079             1
14.080             1
15.202             1
15.203             1
15.205             1
15.206             1
15.211             1
15.212             1
15.214             1
15.215             1
15.229             1
15.230             1
15.232             1
15.233             1
15.238             1
15.239             1
15.241             1
15.242             1
16.068             1
16.071             1
16.077             1
16.080             1
            17           -16
18.067             1
18.068             1
18.070             1
18.071             1
18.076             1
18.077             1
18.079             1
18.080             1
            19           -18
20.067             1
20.068             1
20.070             1
20.071             1
20.076             1
20.077             1
20.079             1
20.080             1
            21           -20
22.022             1
22.023             1
22.025             1
22.026             1
            23           -22
24.067             1
24.068             1
24.070             1
24.071             1
24.076             1
24.077             1
24.079             1
24.080             1
            25           -24
