             1             1
             2            -1
             3             1
             4            -3
             5             1
             6            -5
             7             1
             8            -7
             9             1
            10             1
            11             1
            12             1
13.067             1
13.068             1
13.070             1
13.071             1
13.076             1
13.077             1
13.079             1
13.080             1
            14           -13
15.067             1
15.068             1
15.070             1
15.071             1
15.076             1
15.077             1
15.079             1
15.080             1
            16           -15
17.022             1
17.023             1
17.025             1
17.026             1
            18           -17
19.067             1
19.068             1
19.070             1
19.071             1
19.076             1
19.077             1
19.079             1
19.080             1
            20           -19
21.022             1
21.023             1
21.025             1
21.026             1
22.067             1
22.068             1
22.070             1
22.071             1
22.076             1
22.077             1
22.079             1
22.080             1
23.067             1
23.068             1
23.070             1
23.071             1
23.076             1
23.077             1
23.079             1
23.080             1
24.202             1
24.203             1
24.205             1
24.206             1
24.211             1
24.212             1
24.214             1
24.215             1
24.229             1
24.230             1
24.232             1
24.233             1
24.238             1
24.239             1
24.241             1
24.242             1
